Month,Year,Letter,Subject,Yes Votes,No Votes,Pass or Fail,Percent,Type Measure,By,Keyword1,Keyword2,Keyword3,Keyword4,Keyword5
JUN,2008,D,Appointment to City Boards and Commissions,91642,63681,P,0.590,C,S,,,,,
JUN,2008,E,Requiring Board of Supervisors' Approval of Mayor's Appointments to the PUC and Creating Qualifications for Commission Members,80489,74916,P,0.518,C,S,,,,,
JUN,2008,F,Affordable Housing Requirement for the Candlestick Point and Hunters Point Shipyard Mixed-Use Development Project,58756,101112,F,0.368,O,I,,,,,
JUN,2008,G,Mixed-Use Development Project for the Candlestick Point and Hunters Point Shipyard,99008,59423,P,0.625,O,I,,,,,
JUN,2008,H,"Prohibiting Elected Officials, Candidates, or Committees they control from Soliciting or Accepting Contributions from Certain City Contractors",104012,50865,P,0.672,O,M,,,,,
NOV,2008,A,SF General Hospital and Trauma Center Earthquake Bonds,300595,58049,P,0.838,B,two,,,,,
NOV,2008,B,Establishing Affordable Housing Fund,166299,181534,F,0.478,C,S,,,,,
NOV,2008,C,Prohibiting City Employees from Serving on Charter Boards and Commissions,124395,202419,F,0.381,C,S,,,,,
NOV,2008,D,Financing Pier 70 Waterfront District Development Plan,226513,106228,P,0.681,C,S,,,,,
NOV,2008,E,Changing Number of Signatures Required to Recall City Officials,195605,129862,P,0.601,C,S,,,,,
NOV,2008,F,Holding all Scheduled City Elections in Even-Numbered years,144592,176692,F,0.450,C,S,,,,,
NOV,2008,G,Allowing Retirement System Credit for Unpaid Parental Leave,202011,121354,P,0.625,C,S,,,,,
NOV,2008,H,"Clean Energy Deadlines, Changing Revenue Bond Authority to Pay for PUF",133214,211681,F,0.386,C,S,,,,,
NOV,2008,I,Creating Office of Independent Rate Payer Advocate,117050,201811,F,0.367,C,S,,,,,
NOV,2008,J,Creating Historic Preservation Commission,183372,146194,P,0.556,C,S,,,,,
NOV,2008,K,Changing Enforcement laws related to Prostitution and Sex Workers,140185,202235,F,0.409,O,I,,,,,
NOV,2008,L,Funding Community Justice Center,132097,178440,F,0.425,O,M,,,,,
NOV,2008,M,Changing Residential Rent Ordinance to prohibit Acts of Harassment of Tenants by Landlords,195023,136416,P,0.588,O,S,,,,,
NOV,2008,N,Changing Real Property Transfer Tax Rates,223808,102621,P,0.686,O,S,,,,,
NOV,2008,O,Replacing Emergency Response Fee with Access Line Tax,208044,103679,P,0.667,O,two,,,,,
NOV,2008,P,Changing Composition of SF Transportation Authority Board,101230,205665,F,0.330,O,M,,,,,
NOV,2008,Q,Modifying Payroll Expense Tax,233411,81178,P,0.742,O,S,,,,,
NOV,2008,R,Renaming Oceanside Water Treatment Plant,101376,233733,F,0.303,O,I,,,,,
NOV,2008,S,Policy Regarding Budget Set-Asides,167974,133817,P,0.557,O,M,,,,,
NOV,2008,T,Free and Low-Cost Substance Abuse Treatment Programs,200649,127014,P,0.612,O,s,,,,,
NOV,2008,U,Policy Against funding of Armed Forces in Iraq,193407,133002,P,0.593,P,s,,,,,
NOV,2008,V,Policy Against terminating JROTC in Public High Schools,179639,149169,P,0.546,P,I,,,,,
NOV,2009,A,Budget Process,68270,29414,P,0.699,C,2,,,,,
NOV,2009,B,Board of Supervisors Aides,51835,47361,P,0.523,C,S,,,,,
NOV,2009,C,Candlestick Park Naming Rights,58192,40973,P,0.587,O,S,,,,,
NOV,2009,D,Mid-Market Special Sign District,46008,53999,F,0.460,O,I,,,,,
NOV,2009,E,Advertisements on City Property,56802,42365,P,0.573,O,s,,,,,
JUN,2010,A,School Facilities Special Tax,102873,44043,P,0.700,T,se,,,,,
JUN,2010,B,Earthquake Safety and Emergency Response Bond,117553,30484,P,0.794,B,M,,,,,
JUN,2010,C,Film Commission,66125,76834,F,0.463,C,S,,,,,
JUN,2010,D,Retirement Benefit Costs,112100,30222,P,0.788,C,S,,,,,
JUN,2010,E,Budget Line Item for Police Department Security for City Officials and Dignitaries,80364,63600,P,0.558,O,S,,,,,
JUN,2010,F,Renters’ Financial Hardship Applications,62239,85071,F,0.423,O,s,,,,,
JUN,2010,G,Transbay Transit Center,120788,23421,P,0.838,P,s,,,,,
NOV,2010,AA,Vehicle Registration Fee,156016,109434,P,0.588,RM,SE,,,,,
NOV,2010,A,Earthquake Retrofit Bond,162266,94324,F,0.632,B,M,,,,,
NOV,2010,B,City Retirement and Health Plans,113894,150734,F,0.430,C,I,,,,,
NOV,2010,C,Mayoral Appearances at Board Meetings,154776,103673,P,0.599,C,s,,,,,
NOV,2010,D,Non-Citizen Voting in School Board Elections,118608,144418,F,0.451,C,s,,,,,
NOV,2010,E,Election Day Voter Registration,118217,132189,F,0.472,C,s,,,,,
NOV,2010,F,Health Board Service Board Elections,130415,114178,P,0.533,C,s,,,,,
NOV,2010,G,Transit Operator Wages,164234,88671,P,0.649,C,I,,,,,
NOV,2010,H,Local Elected Officials on Political Party Committees,103141,139878,F,0.424,O,M,,,,,
NOV,2010,I,Saturday Voting,150701,103488,P,0.593,O,I,,,,,
NOV,2010,J,Hotel Tax Clarification and Temporary Increase,116313,139206,F,0.455,O,I,,,,,
NOV,2010,K,Hotel Tax Clarification and Definitions,95357,152159,F,0.385,O,M,,,,,
NOV,2010,L,Sitting or Lying on Sidewalks,142601,120023,P,0.543,O,M,,,,,
NOV,2010,M,Community Policing and Foot Patrols,117608,134808,F,0.466,O,S,,,,,
NOV,2010,N,Real Property Transfer Tax,149350,105979,P,0.585,O,s,,,,,
